WnvPresent,WeekofYear,Sunrise,CULEX PIPIENS,Month,CULEX RESTUANS,DewPoint,WetBulb,Tmin,Longitude,Sunset,Tavg,Depart,Cool,FG,Heat,year,Tmax,BR,ResultSpeed,Station,TSRA,VCTS,CULEX TERRITANS,Latitude,AvgSpeed,HZ,RA,TS,CULEX SALINARIUS,StnPressure,CULEX PIPIENS/RESTUANS,SeaLevel,CULEX TARSALIS,PrecipTotal,ResultDir,DZ,CULEX ERRATICUS,MIFG
0,22,421,0,5,0,58,65.0,60,-87.68776899999999,1917,74.0,10.0,9.0,0,0.0,2007,88,1,5.8,1,0,0,0,42.01743,6.5,1,0,0,0,29.39,1,30.11,0,0.0,18,0,0,0
0,22,421,0,5,1,58,65.0,60,-87.760886,1917,74.0,10.0,9.0,0,0.0,2007,88,1,5.8,1,0,0,0,41.907645,6.5,1,0,0,0,29.39,0,30.11,0,0.0,18,0,0,0
0,22,421,0,5,0,59,66.0,65,-87.654224,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.867108,7.4,1,0,0,0,29.44,1,30.09,0,0.0,16,0,0,0
0,22,421,0,5,1,59,66.0,65,-87.654224,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.867108,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,22,421,0,5,0,59,66.0,65,-87.676709,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.688324,7.4,1,0,0,0,29.44,1,30.09,0,0.0,16,0,0,0
0,22,421,0,5,1,59,66.0,65,-87.676709,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.688324,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,22,421,0,5,1,59,66.0,65,-87.64886,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.862292,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,22,421,0,5,1,59,66.0,65,-87.666014,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.720848,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,22,421,0,5,1,59,66.0,65,-87.677512,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.731922,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,22,421,1,5,0,59,66.0,65,-87.677512,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.731922,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,22,421,0,5,1,59,66.0,65,-87.649642,1917,77.0,0.0,12.0,0,0.0,2007,88,1,5.8,2,0,0,0,41.732984,7.4,1,0,0,0,29.44,0,30.09,0,0.0,16,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.800991,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.95469,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.800991,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.95469,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,1,6,0,48,51.0,47,-87.800991,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.95469,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.824812,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.974089,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.824812,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.974089,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.666455,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.9216,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.666455,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.9216,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,1,6,0,48,51.0,47,-87.666455,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.9216,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.65449100000001,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.891118,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.655232,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.896282,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.694259,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.919343,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.694259,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.919343,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.632085,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.921965,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.795585,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.999129,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.795585,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.999129,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.760886,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.907645,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.812827,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.981964000000005,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.832763,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.944869,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.81150600000001,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,42.011601,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.69845699999999,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.94983,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.750938,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.979243,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.689778,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.986921,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.701431,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.906638,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.76007,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.961743,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.76007,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.961743,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.776792,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.953067,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.776792,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.953067,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.702575,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.958271,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.702575,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.958271,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.700117,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.932094,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.667736,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.994469,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.675919,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,42.006858,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.800515,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.916265,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.800515,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.916265,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.752329,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.918705,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,48,51.0,47,-87.730698,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.948167,7.6,0,1,0,0,29.1,1,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.730698,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.948167,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,1,48,51.0,47,-87.69181,1923,56.0,-9.0,0.0,0,9.0,2007,64,1,5.2,1,0,0,0,41.963976,7.6,0,1,0,0,29.1,0,29.79,0,0.42,5,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.654224,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.867108,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.654224,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.867108,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,1,6,0,47,52.0,51,-87.654224,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.867108,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.676709,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.688324,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.666014,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.720848,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.677512,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.731922,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.677512,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.731922,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,1,6,0,47,52.0,51,-87.677512,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.731922,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.649642,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.732984,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.763416,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.801498,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.64997,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.723195,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.666901,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.868077,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.666901,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.868077,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.627561,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.869216,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.72460799999999,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.662014,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.72460799999999,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.662014,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,1,6,0,47,52.0,51,-87.72460799999999,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.662014,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.629798,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.878114,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.716277,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.846075,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.707973,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.682587,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,23,417,0,6,1,47,52.0,51,-87.707973,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.682587,8.1,0,1,0,0,29.16,0,29.78,0,0.27,3,0,0,0
0,23,417,0,6,0,47,52.0,51,-87.61425799999999,1923,57.0,0.0,0.0,0,8.0,2007,63,1,6.2,2,0,0,0,41.725517,8.1,0,1,0,0,29.16,1,29.78,0,0.27,3,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.800991,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.95469,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.800991,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.95469,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.800991,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.95469,7.1,1,0,0,1,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.769279,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.994991,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.769279,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.994991,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.824812,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.974089,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.666455,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.9216,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.666455,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.9216,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.65449100000001,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.891118,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.65449100000001,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.891118,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.655232,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.896282,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.694259,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.919343,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.61156,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.891126,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.61156,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.891126,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.795585,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.999129,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.795585,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.999129,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.68776899999999,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,42.01743,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.68776899999999,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,42.01743,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.832763,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.944869,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.832763,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.944869,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.81150600000001,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,42.011601,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.81150600000001,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,42.011601,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.69845699999999,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.94983,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.750938,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.979243,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.689778,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.986921,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.689778,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.986921,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.701431,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.906638,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.701431,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.906638,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.76007,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.961743,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.76007,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.961743,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.776792,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.953067,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.702575,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.958271,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.700117,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.932094,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.675919,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,42.006858,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.800515,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.916265,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.800515,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.916265,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.69181,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.963976,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.733974,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.953705,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
0,26,418,0,6,1,69,72.0,70,-87.757639,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.964242,7.1,1,0,0,0,29.39,0,30.11,0,0.16,22,0,0,0
0,26,418,0,6,0,69,72.0,70,-87.797127,1931,81.0,10.0,16.0,0,0.0,2007,92,1,6.1,1,1,1,0,41.990284,7.1,1,0,0,0,29.39,1,30.11,0,0.16,22,0,0,0
