Date,Species,Street,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Station
2007-06-05,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,3,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,5,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS, N OAK PARK AVE,T002,41.95469,-87.800991,1,0,0,1,0,0,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS, W WEBSTER AVE,T045,41.9216,-87.666455,1,0,0,1,0,0,0,0,0,1
2007-06-05,CULEX RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, W ROOSEVELT,T048,41.867108,-87.654224,1,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX RESTUANS, W ROOSEVELT,T048,41.867108,-87.654224,1,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS, W ROOSEVELT,T048,41.867108,-87.654224,2,0,0,1,0,0,0,0,0,2
2007-06-05,CULEX RESTUANS, W CHICAGO,T049,41.896282,-87.655232,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, N STAVE ST,T050,41.919343,-87.694259,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, N STAVE ST,T050,41.919343,-87.694259,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N CANNON DR,T054,41.921965,-87.632085,3,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, W 113TH ST,T086,41.688324,-87.676709,4,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, W 95TH ST,T094,41.720848,-87.666014,2,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, W 89TH ST,T096,41.731922,-87.677512,1,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX RESTUANS, W 89TH ST,T096,41.731922,-87.677512,1,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS, W 89TH ST,T096,41.731922,-87.677512,1,0,0,1,0,0,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,2,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,9,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N LONG AVE,T153,41.907645,-87.760886,3,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, S CARPENTER ST,T159,41.732984,-87.649642,1,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX RESTUANS, W HIGGINS AVE,T009,41.981964000000005,-87.812827,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N PITTSBURGH AVE,T011,41.944869,-87.832763,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N OKETO AVE,T016,42.011601,-87.81150600000001,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, W BALMORAL AVE,T025,41.979243,-87.750938,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N WESTERN AVE,T028,41.986921,-87.689778,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, S CENTRAL AVE,T031,41.801497999999995,-87.763416,1,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX RESTUANS, N HUMBOLDT DR,T033,41.906638,-87.701431,3,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, S VINCENNES,T089,41.723195000000004,-87.64997,1,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,1,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,7,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, S STATE ST,T092,41.869215999999994,-87.627561,1,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,2,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,4,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS, W 127TH PL,T135,41.662014,-87.72460799999999,1,0,0,1,0,0,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, W AGATITE AVE,T141,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, W AGATITE AVE,T141,41.961743,-87.76007,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, N AUSTIN AVE,T142,41.953067,-87.776792,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, N AUSTIN AVE,T142,41.953067,-87.776792,3,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,3,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, N RICHMOND ST,T146,41.958271,-87.702575,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, N RICHMOND ST,T146,41.958271,-87.702575,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N FRANCISCO AVE,T147,41.932094,-87.700117,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, W GRANVILLE AVE,T149,41.994469,-87.667736,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, W FARWELL AVE,T150,42.006858,-87.675919,2,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,1,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,10,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, S MILLARD AVE,T152,41.846075,-87.716277,1,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX RESTUANS, N LAWLER AVE,T154,41.918704999999996,-87.752329,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX PIPIENS/RESTUANS, W 116TH ST,T158,41.682587,-87.707973,3,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX RESTUANS, W 116TH ST,T158,41.682587,-87.707973,8,0,0,0,0,1,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, S DR MARTIN LUTHER KING JR DR,T162,41.725516999999996,-87.61425799999999,1,0,0,0,1,0,0,0,0,2
2007-06-05,CULEX PIPIENS/RESTUANS, N KEDVALE AVE,T218,41.948167,-87.730698,2,0,0,0,1,0,0,0,0,1
2007-06-05,CULEX RESTUANS, N KEDVALE AVE,T218,41.948167,-87.730698,1,0,0,0,0,1,0,0,0,1
2007-06-05,CULEX RESTUANS, N CAMPBELL AVE,T220,41.963976,-87.69181,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,4,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX SALINARIUS, N OAK PARK AVE,T002,41.95469,-87.800991,1,0,0,0,0,0,1,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N MANDELL AVE,T007,41.994991,-87.769279,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N MANDELL AVE,T007,41.994991,-87.769279,4,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,6,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, W ROOSEVELT,T048,41.867108,-87.654224,2,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, W CHICAGO,T049,41.896282,-87.655232,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, N STAVE ST,T050,41.919343,-87.694259,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, W 113TH ST,T086,41.688324,-87.676709,1,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, W 113TH ST,T086,41.688324,-87.676709,2,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX RESTUANS, W 89TH ST,T096,41.731922,-87.677512,5,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX PIPIENS/RESTUANS, N STREETER DR,T129,41.891126,-87.61156,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N STREETER DR,T129,41.891126,-87.61156,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,T148,42.01743,-87.68776899999999,2,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N OAKLEY AVE,T148,42.01743,-87.68776899999999,2,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,T011,41.944869,-87.832763,2,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N PITTSBURGH AVE,T011,41.944869,-87.832763,4,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N OKETO AVE,T016,42.011601,-87.81150600000001,2,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N OKETO AVE,T016,42.011601,-87.81150600000001,2,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, W BALMORAL AVE,T025,41.979243,-87.750938,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N WESTERN AVE,T028,41.986921,-87.689778,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N WESTERN AVE,T028,41.986921,-87.689778,9,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,T033,41.906638,-87.701431,2,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N HUMBOLDT DR,T033,41.906638,-87.701431,3,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,10,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,19,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX PIPIENS, S ASHLAND AVE,T090,41.868077,-87.666901,1,0,0,1,0,0,0,0,0,2
2007-06-26,CULEX PIPIENS/RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,20,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,25,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX PIPIENS, W 127TH PL,T135,41.662014,-87.72460799999999,6,0,0,1,0,0,0,0,0,2
2007-06-26,CULEX PIPIENS/RESTUANS, W AGATITE AVE,T141,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, W AGATITE AVE,T141,41.961743,-87.76007,3,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, N AUSTIN AVE,T142,41.953067,-87.776792,4,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,1,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX RESTUANS, N RICHMOND ST,T146,41.958271,-87.702575,6,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, N FRANCISCO AVE,T147,41.932094,-87.700117,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, W FARWELL AVE,T150,42.006858,-87.675919,2,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,3,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,6,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, W 116TH ST,T158,41.682587,-87.707973,1,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, W 116TH ST,T158,41.682587,-87.707973,4,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX RESTUANS, N CAMPBELL AVE,T220,41.963976,-87.69181,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N TRIPP AVE,T001,41.953705,-87.733974,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N MILWAUKEE AVE,T003,41.964242,-87.757639,2,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N AVONDALE AVE,T006,41.990284,-87.797127,1,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, N AVONDALE AVE,T006,41.990284,-87.797127,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX RESTUANS, N MOSELL AVE,T008,42.008314,-87.77792099999999,2,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, N LEMONT AVE,T012,41.991429,-87.747113,2,0,0,0,1,0,0,0,0,1
2007-06-26,CULEX RESTUANS, S WESTERN AVE,T034,41.843810999999995,-87.686763,1,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX RESTUANS, W BELDEN AVE,T037,41.921177,-87.79518,1,0,0,0,0,1,0,0,0,1
2007-06-26,CULEX PIPIENS/RESTUANS, S HAMLIN AVE,T040,41.852652,-87.719887,5,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, S HAMLIN AVE,T040,41.852652,-87.719887,1,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX RESTUANS, W 18TH ST,T043,41.857402,-87.694991,1,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX PIPIENS/RESTUANS, S CALIFORNIA,T047,41.868142,-87.696269,1,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, S CALIFORNIA,T047,41.868142,-87.696269,1,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX PIPIENS/RESTUANS, S THROOP,T051,41.846283,-87.656913,1,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, W 95TH ST,T085,41.721474,-87.648064,2,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX PIPIENS, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,1,0,0,1,0,0,0,0,0,2
2007-06-26,CULEX PIPIENS/RESTUANS, S HOYNE AVE,T161,41.719059,-87.675088,3,0,0,0,1,0,0,0,0,2
2007-06-26,CULEX RESTUANS, S HOYNE AVE,T161,41.719059,-87.675088,5,0,0,0,0,1,0,0,0,2
2007-06-26,CULEX RESTUANS, W LELAND AVE,T219,41.966986999999996,-87.674677,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,2,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,1,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,2,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,2,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N CANNON DR,T054,41.921965,-87.632085,3,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS, W 113TH ST,T086,41.688324,-87.676709,2,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX PIPIENS, W 113TH ST,T086,41.688324,-87.676709,1,0,0,1,0,0,0,0,0,2
2007-06-29,CULEX PIPIENS/RESTUANS, S PEORIA ST,T091,41.862292,-87.64886,1,0,0,0,1,0,0,0,0,2
2007-06-29,CULEX RESTUANS, W 89TH ST,T096,41.731922,-87.677512,1,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX RESTUANS, N OAK PARK AVE,T143,41.999128999999996,-87.795585,3,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,T148,42.01743,-87.68776899999999,2,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS, N OAKLEY AVE,T148,42.01743,-87.68776899999999,2,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, N LONG AVE,T153,41.907645,-87.760886,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N OKETO AVE,T016,42.011601,-87.81150600000001,2,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N WESTERN AVE,T028,41.986921,-87.689778,2,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS, N WESTERN AVE,T028,41.986921,-87.689778,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS, S CENTRAL AVE,T031,41.801497999999995,-87.763416,1,0,0,1,0,0,0,0,0,2
2007-06-29,CULEX RESTUANS, S VINCENNES,T089,41.723195000000004,-87.64997,2,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,1,0,0,0,1,0,0,0,0,2
2007-06-29,CULEX RESTUANS, S ASHLAND AVE,T090,41.868077,-87.666901,6,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX PIPIENS, S ASHLAND AVE,T090,41.868077,-87.666901,3,0,0,1,0,0,0,0,0,2
2007-06-29,CULEX RESTUANS, W 127TH PL,T135,41.662014,-87.72460799999999,3,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX RESTUANS, W AGATITE AVE,T141,41.961743,-87.76007,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, N AUSTIN AVE,T142,41.953067,-87.776792,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, N ASHLAND AVE OVERPASS,T145,41.878114000000004,-87.629798,1,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX RESTUANS, N RICHMOND ST,T146,41.958271,-87.702575,2,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, W FARWELL AVE,T150,42.006858,-87.675919,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,1,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,5,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, W 116TH ST,T158,41.682587,-87.707973,6,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX RESTUANS, N KEDVALE AVE,T218,41.948167,-87.730698,5,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, N AVONDALE AVE,T006,41.990284,-87.797127,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N LEMONT AVE,T012,41.991429,-87.747113,1,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, W 18TH ST,T043,41.857402,-87.694991,2,0,0,0,1,0,0,0,0,2
2007-06-29,CULEX RESTUANS, W 18TH ST,T043,41.857402,-87.694991,3,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX PIPIENS/RESTUANS, W 95TH ST,T085,41.721474,-87.648064,1,0,0,0,1,0,0,0,0,2
2007-06-29,CULEX PIPIENS, W 95TH ST,T085,41.721474,-87.648064,1,0,0,1,0,0,0,0,0,2
2007-06-29,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,T013,41.923738,-87.785288,1,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS, W STRONG ST,T014,41.970248,-87.787992,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX RESTUANS, W GREENLEAF AVE,T018,42.010412,-87.66214000000001,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,1,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX RESTUANS, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,1,0,0,0,0,1,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, E 111TH ST,T084,41.692555,-87.598865,1,0,0,0,1,0,0,0,0,2
2007-06-29,CULEX RESTUANS, E 111TH ST,T084,41.692555,-87.598865,1,0,0,0,0,1,0,0,0,2
2007-06-29,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,T144,41.94016,-87.794896,1,0,0,0,1,0,0,0,0,1
2007-06-29,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,1,0,0,0,1,0,0,0,0,1
2007-07-02,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,3,0,0,0,1,0,0,0,0,1
2007-07-02,CULEX RESTUANS, N OAK PARK AVE,T002,41.95469,-87.800991,2,0,0,0,0,1,0,0,0,1
2007-07-02,CULEX PIPIENS/RESTUANS, N MANDELL AVE,T007,41.994991,-87.769279,4,0,0,0,1,0,0,0,0,1
2007-07-02,CULEX RESTUANS, N MANDELL AVE,T007,41.994991,-87.769279,4,0,0,0,0,1,0,0,0,1
2007-07-02,CULEX PIPIENS/RESTUANS, W FOSTER AVE,T015,41.974089,-87.824812,3,0,0,0,1,0,0,0,0,1
2007-07-02,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,2,0,0,0,1,0,0,0,0,1
2007-07-02,CULEX RESTUANS, W WEBSTER AVE,T045,41.9216,-87.666455,2,0,0,0,0,1,0,0,0,1
2007-07-02,CULEX PIPIENS/RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,3,0,0,0,1,0,0,0,0,1
2007-07-02,CULEX RESTUANS, W GRAND AVE,T046,41.891118,-87.65449100000001,16,0,0,0,0,1,0,0,0,1
2007-07-02,CULEX RESTUANS, W ROOSEVELT,T048,41.867108,-87.654224,1,0,0,0,0,1,0,0,0,2
