WnvPresent,WeekofYear,Sunrise,CULEX PIPIENS,Month,CULEX RESTUANS,DewPoint,Longitude,Tavg,year,ResultSpeed,Station,CULEX TERRITANS,Latitude,CULEX SALINARIUS,StnPressure,CULEX PIPIENS/RESTUANS,CULEX TARSALIS,PrecipTotal,ResultDir,CULEX ERRATICUS,Rela_Humidity,Daylight_Hours
0,23,417,0,6,1,48,-87.824812,56.0,2007,5.2,1,0,41.974089,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.666455,56.0,2007,5.2,1,0,41.9216,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.666455,56.0,2007,5.2,1,0,41.9216,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,1,6,0,48,-87.666455,56.0,2007,5.2,1,0,41.9216,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.65449100000001,56.0,2007,5.2,1,0,41.891118,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.655232,56.0,2007,5.2,1,0,41.896282,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.694259,56.0,2007,5.2,1,0,41.919343,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.694259,56.0,2007,5.2,1,0,41.919343,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.632085,56.0,2007,5.2,1,0,41.921965,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.795585,56.0,2007,5.2,1,0,41.999129,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.795585,56.0,2007,5.2,1,0,41.999129,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.760886,56.0,2007,5.2,1,0,41.907645,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.812827,56.0,2007,5.2,1,0,41.981964000000005,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.832763,56.0,2007,5.2,1,0,41.944869,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.81150600000001,56.0,2007,5.2,1,0,42.011601,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.69845699999999,56.0,2007,5.2,1,0,41.94983,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.750938,56.0,2007,5.2,1,0,41.979243,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.689778,56.0,2007,5.2,1,0,41.986921,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.701431,56.0,2007,5.2,1,0,41.906638,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.76007,56.0,2007,5.2,1,0,41.961743,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.76007,56.0,2007,5.2,1,0,41.961743,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.776792,56.0,2007,5.2,1,0,41.953067,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.776792,56.0,2007,5.2,1,0,41.953067,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.702575,56.0,2007,5.2,1,0,41.958271,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.702575,56.0,2007,5.2,1,0,41.958271,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.700117,56.0,2007,5.2,1,0,41.932094,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.667736,56.0,2007,5.2,1,0,41.994469,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.675919,56.0,2007,5.2,1,0,42.006858,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.800515,56.0,2007,5.2,1,0,41.916265,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.800515,56.0,2007,5.2,1,0,41.916265,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.752329,56.0,2007,5.2,1,0,41.918705,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,48,-87.730698,56.0,2007,5.2,1,0,41.948167,0,29.1,1,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.730698,56.0,2007,5.2,1,0,41.948167,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,1,48,-87.69181,56.0,2007,5.2,1,0,41.963976,0,29.1,0,0,0.42,5,0,67.8701990341653,15.06
0,23,417,0,6,0,47,-87.654224,57.0,2007,6.2,2,0,41.867108,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.654224,57.0,2007,6.2,2,0,41.867108,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,1,6,0,47,-87.654224,57.0,2007,6.2,2,0,41.867108,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.676709,57.0,2007,6.2,2,0,41.688324,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.666014,57.0,2007,6.2,2,0,41.720848,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.677512,57.0,2007,6.2,2,0,41.731922,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.677512,57.0,2007,6.2,2,0,41.731922,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,1,6,0,47,-87.677512,57.0,2007,6.2,2,0,41.731922,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.649642,57.0,2007,6.2,2,0,41.732984,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.763416,57.0,2007,6.2,2,0,41.801498,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.64997,57.0,2007,6.2,2,0,41.723195,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.666901,57.0,2007,6.2,2,0,41.868077,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.666901,57.0,2007,6.2,2,0,41.868077,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.627561,57.0,2007,6.2,2,0,41.869216,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.72460799999999,57.0,2007,6.2,2,0,41.662014,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.72460799999999,57.0,2007,6.2,2,0,41.662014,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,1,6,0,47,-87.72460799999999,57.0,2007,6.2,2,0,41.662014,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.629798,57.0,2007,6.2,2,0,41.878114,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.716277,57.0,2007,6.2,2,0,41.846075,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.707973,57.0,2007,6.2,2,0,41.682587,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,1,47,-87.707973,57.0,2007,6.2,2,0,41.682587,0,29.16,0,0,0.27,3,0,61.35703623286742,15.06
0,23,417,0,6,0,47,-87.61425799999999,57.0,2007,6.2,2,0,41.725517,0,29.16,1,0,0.27,3,0,61.35703623286742,15.06
0,26,418,0,6,0,69,-87.800991,81.0,2007,6.1,1,0,41.95469,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.800991,81.0,2007,6.1,1,0,41.95469,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.800991,81.0,2007,6.1,1,0,41.95469,1,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.769279,81.0,2007,6.1,1,0,41.994991,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.769279,81.0,2007,6.1,1,0,41.994991,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.824812,81.0,2007,6.1,1,0,41.974089,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.666455,81.0,2007,6.1,1,0,41.9216,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.666455,81.0,2007,6.1,1,0,41.9216,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.65449100000001,81.0,2007,6.1,1,0,41.891118,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.65449100000001,81.0,2007,6.1,1,0,41.891118,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.655232,81.0,2007,6.1,1,0,41.896282,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.694259,81.0,2007,6.1,1,0,41.919343,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.61156,81.0,2007,6.1,1,0,41.891126,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.61156,81.0,2007,6.1,1,0,41.891126,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.795585,81.0,2007,6.1,1,0,41.999129,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.795585,81.0,2007,6.1,1,0,41.999129,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.68776899999999,81.0,2007,6.1,1,0,42.01743,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.68776899999999,81.0,2007,6.1,1,0,42.01743,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.832763,81.0,2007,6.1,1,0,41.944869,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.832763,81.0,2007,6.1,1,0,41.944869,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.81150600000001,81.0,2007,6.1,1,0,42.011601,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.81150600000001,81.0,2007,6.1,1,0,42.011601,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.69845699999999,81.0,2007,6.1,1,0,41.94983,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.750938,81.0,2007,6.1,1,0,41.979243,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.689778,81.0,2007,6.1,1,0,41.986921,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.689778,81.0,2007,6.1,1,0,41.986921,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.701431,81.0,2007,6.1,1,0,41.906638,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.701431,81.0,2007,6.1,1,0,41.906638,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.76007,81.0,2007,6.1,1,0,41.961743,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.76007,81.0,2007,6.1,1,0,41.961743,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.776792,81.0,2007,6.1,1,0,41.953067,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.702575,81.0,2007,6.1,1,0,41.958271,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.700117,81.0,2007,6.1,1,0,41.932094,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.675919,81.0,2007,6.1,1,0,42.006858,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.800515,81.0,2007,6.1,1,0,41.916265,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.800515,81.0,2007,6.1,1,0,41.916265,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.69181,81.0,2007,6.1,1,0,41.963976,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.733974,81.0,2007,6.1,1,0,41.953705,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.757639,81.0,2007,6.1,1,0,41.964242,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.797127,81.0,2007,6.1,1,0,41.990284,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.797127,81.0,2007,6.1,1,0,41.990284,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.77792099999999,81.0,2007,6.1,1,0,42.008314,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.747113,81.0,2007,6.1,1,0,41.991429,0,29.39,1,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.79518,81.0,2007,6.1,1,0,41.921177,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,1,69,-87.674677,81.0,2007,6.1,1,0,41.966987,0,29.39,0,0,0.16,22,0,77.4624651429064,15.13
0,26,418,0,6,0,69,-87.654224,82.0,2007,7.3,2,0,41.867108,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.676709,82.0,2007,7.3,2,0,41.688324,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.676709,82.0,2007,7.3,2,0,41.688324,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.677512,82.0,2007,7.3,2,0,41.731922,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.666901,82.0,2007,7.3,2,0,41.868077,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.666901,82.0,2007,7.3,2,0,41.868077,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,1,6,0,69,-87.666901,82.0,2007,7.3,2,0,41.868077,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.72460799999999,82.0,2007,7.3,2,0,41.662014,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.72460799999999,82.0,2007,7.3,2,0,41.662014,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,1,6,0,69,-87.72460799999999,82.0,2007,7.3,2,0,41.662014,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.629798,82.0,2007,7.3,2,0,41.878114,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.707973,82.0,2007,7.3,2,0,41.682587,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.707973,82.0,2007,7.3,2,0,41.682587,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.686763,82.0,2007,7.3,2,0,41.843811,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.719887,82.0,2007,7.3,2,0,41.852652,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.719887,82.0,2007,7.3,2,0,41.852652,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.694991,82.0,2007,7.3,2,0,41.857402,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.696269,82.0,2007,7.3,2,0,41.868142,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.696269,82.0,2007,7.3,2,0,41.868142,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.656913,82.0,2007,7.3,2,0,41.846283,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.648064,82.0,2007,7.3,2,0,41.721474,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,1,6,0,69,-87.69629300000001,82.0,2007,7.3,2,0,41.869107,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,0,69,-87.675088,82.0,2007,7.3,2,0,41.719059,0,29.45,1,0,0.0001,21,0,76.07265049338562,15.13
0,26,418,0,6,1,69,-87.675088,82.0,2007,7.3,2,0,41.719059,0,29.45,0,0,0.0001,21,0,76.07265049338562,15.13
0,26,419,0,6,0,55,-87.800991,63.0,2007,7.6,1,0,41.95469,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.824812,63.0,2007,7.6,1,0,41.974089,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.824812,63.0,2007,7.6,1,0,41.974089,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.65449100000001,63.0,2007,7.6,1,0,41.891118,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.632085,63.0,2007,7.6,1,0,41.921965,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.795585,63.0,2007,7.6,1,0,41.999129,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.68776899999999,63.0,2007,7.6,1,0,42.01743,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.68776899999999,63.0,2007,7.6,1,0,42.01743,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.760886,63.0,2007,7.6,1,0,41.907645,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.81150600000001,63.0,2007,7.6,1,0,42.011601,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.689778,63.0,2007,7.6,1,0,41.986921,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.689778,63.0,2007,7.6,1,0,41.986921,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.76007,63.0,2007,7.6,1,0,41.961743,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.776792,63.0,2007,7.6,1,0,41.953067,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.702575,63.0,2007,7.6,1,0,41.958271,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.675919,63.0,2007,7.6,1,0,42.006858,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.800515,63.0,2007,7.6,1,0,41.916265,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.800515,63.0,2007,7.6,1,0,41.916265,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.730698,63.0,2007,7.6,1,0,41.948167,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.797127,63.0,2007,7.6,1,0,41.990284,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.747113,63.0,2007,7.6,1,0,41.991429,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.785288,63.0,2007,7.6,1,0,41.923738,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.787992,63.0,2007,7.6,1,0,41.970248,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.66214000000001,63.0,2007,7.6,1,0,42.010412,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.716788,63.0,2007,7.6,1,0,41.89923,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,55,-87.716788,63.0,2007,7.6,1,0,41.89923,0,29.41,0,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.794896,63.0,2007,7.6,1,0,41.94016,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,0,55,-87.68826700000001,63.0,2007,7.6,1,0,41.903002,0,29.41,1,0,0.0,2,0,75.51213457605306,15.12
0,26,419,0,6,1,56,-87.676709,64.0,2007,7.4,2,0,41.688324,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,1,6,0,56,-87.676709,64.0,2007,7.4,2,0,41.688324,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,0,56,-87.64886,64.0,2007,7.4,2,0,41.862292,0,29.47,1,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,1,56,-87.677512,64.0,2007,7.4,2,0,41.731922,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,1,6,0,56,-87.763416,64.0,2007,7.4,2,0,41.801498,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,1,56,-87.64997,64.0,2007,7.4,2,0,41.723195,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,0,56,-87.666901,64.0,2007,7.4,2,0,41.868077,0,29.47,1,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,1,56,-87.666901,64.0,2007,7.4,2,0,41.868077,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,1,6,0,56,-87.666901,64.0,2007,7.4,2,0,41.868077,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,1,56,-87.72460799999999,64.0,2007,7.4,2,0,41.662014,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
0,26,419,0,6,1,56,-87.629798,64.0,2007,7.4,2,0,41.878114,0,29.47,0,0,0.0,2,0,76.32996409096954,15.12
